7-49|1.0|Swaying Sea Qirin
7-103|1.0|Greed's Reward
7-81|1.0|Storm of Feathers
7-37|1.0|Mettle
7-9|1.0|Warbrush Oni
7-128|1.0|Malaise
7-104|1.0|Rainfall Accord
7-96|1.0|Linrei Evangel
7-211|1.0|Ancient Manual
7-43|1.0|Spiketail Qirin
7-174|1.0|Intrepid Longhorn
7-17|1.0|Cindermaw Tota
7-137|1.0|Torture
7-105|1.0|Thunderclaw Raven
7-62|1.0|Draw Strength
7-100|1.0|Yeti Gryffyn Rider
7-87|1.0|Longtail Cavalry
7-145|1.0|Marsh Dragon
7-136|1.0|Sunset Priest
7-70|1.0|Kodosh Evangel
7-170|1.0|Cinder Dragon
7-192|1.0|Misery Walker
7-22|1.0|Warhorn
7-185|1.0|Nahid's Faithful
7-124|1.0|Faceless One
7-64|1.0|Inflict Conscience
7-164|1.0|Wizened Crone
7-126|1.0|Immortalize
7-65|1.0|Prancing Gryffyn
7-6|1.0|Shavka Evangel
7-56|1.0|Grodov's Favored
7-102|1.0|Cruelty
7-125|1.0|Fervent Siphoner
7-127|1.0|Makkar Evangel
7-86|1.0|Rent Seeker
7-147|1.0|Banewulf
7-51|1.0|Cult Recruiter
7-129|1.0|Reconnaissance
7-92|1.0|Icy Gaze
7-14|1.0|Gaudy Showman
7-40|1.0|Grodov Evangel
7-120|1.0|Rosebloom Mandrake
7-55|1.0|Vinepetal Creeper
7-4|1.0|Breath of Voprex
7-16|1.0|Razorwire Totemite
7-181|1.0|Wanderlust Qirin
7-73|1.0|Xultan Paladin
7-26|1.0|Living Mountain
7-72|1.0|Stand Strong
7-5|1.0|Desperate Gambit
7-74|1.0|Crowd Queller
7-48|1.0|Proselytize
7-50|1.0|Wilderness Refuge
7-157|1.0|Acclaimed Artisan
7-134|1.0|Makkar's Bloodwolf
7-118|1.0|Skyhorror Draconus
7-111|1.0|Reverberating Strike
7-154|1.0|Champion Grappler
7-20|1.0|Relentless Combatant
7-197|1.0|Eloz's Elite
7-39|1.0|Chant to Grodov
7-78|1.0|Oni Stalwart
7-33|1.0|Ardent Convert
7-113|1.0|Yeti Traditionalist
7-203|1.0|Wretched Raven
7-7|1.0|Sol's Fury
7-59|1.0|Mountain Goliath
7-68|1.0|Edict of Kodosh
7-27|1.0|Slayer's Edge
7-41|1.0|High Prophet of Sol
7-179|1.0|Sodi's Choice
7-12|1.0|Dragon Forge
7-77|1.0|Nivia's Inquisitor
7-162|1.0|Skycrag Insignia
7-45|1.0|Eager Offering
7-178|1.0|Elysian Insignia
7-141|1.0|Blood of Makkar
7-143|1.0|Fell Ritual
7-76|1.0|Hexcaster
7-138|1.0|Vile Collaborator
7-36|1.0|Borderlands Lookout
7-173|1.0|Aamri's Choice
7-187|1.0|Nahid's Choice
7-75|1.0|Forgemark Scrivener
7-25|1.0|Flamekeeper
7-140|1.0|Befoul
7-123|1.0|Edict of Makkar
7-8|1.0|Teething Whelp
7-184|1.0|Xenan Insignia
7-156|1.0|Rakano Insignia
7-28|1.0|Skyfire Hellkite
7-142|1.0|Dread Hellkite
7-82|1.0|Cleansing Rain
7-63|1.0|Ghostblade Outcast
7-214|1.0|Sword of Judgement
7-212|1.0|Sacred Seal
7-93|1.0|Snowstorm Druid
7-35|1.0|Aspirant's Robes
7-97|1.0|Numbing Cold
7-191|1.0|Parul's Choice
7-13|1.0|Funeral Pyre
7-44|1.0|Unmake
7-89|1.0|Kodosh Sees All
7-151|1.0|Kairos' Choice
7-57|1.0|Majestic Mandrake
7-114|1.0|Greenstretch Empath
7-85|1.0|Mistrust
7-168|1.0|Voprex's Choice
7-130|1.0|Smokedancer
7-195|1.0|Argenport Insignia
7-158|1.0|Rujin's Choice
7-23|1.0|Burning Claw
7-99|1.0|Skywatch Zealot
7-132|1.0|Calamity Oracle
7-95|1.0|Edict of Linrei
7-38|1.0|Xultan Brushfang
7-101|1.0|Brutish Interloper
7-106|1.0|Tidecaller
7-3|1.0|Edict of Shavka
7-46|1.0|Edict of Grodov
7-202|1.0|Felrauk's Choice
7-196|1.0|Eloz's Choice
7-98|1.0|Pokpok's Slingshot
7-24|1.0|Dramatic Exit
7-79|1.0|Seasoned Drillmaster
7-109|1.0|Fearstoker Raven
7-131|1.0|Unkindness
7-163|1.0|Geminon's Choice
7-183|1.0|Ila & Mizo
7-199|1.0|Nivia, Most Devoted
7-188|1.0|Zhen-Zu, Hand of Nahid
7-1|1.0|Emblem of Shavka
7-133|1.0|Lethrai Dead Drop
7-108|1.0|Daring Gryffyn
7-204|1.0|Kindo Shadowstep
7-84|1.0|Mercy of Kodosh
7-15|1.0|Magebreaker
7-122|1.0|Bloodseeker
7-90|1.0|Soulflame Rider
7-171|1.0|Cruel Wyvarch
7-119|1.0|Realitybreaker
7-34|1.0|Ark of Sol
7-166|1.0|Geminon's Berserker
7-193|1.0|Forbidden-Rider Outcast
7-52|1.0|Waystone Fragment
7-152|1.0|Ramba, Arena Showman
7-160|1.0|Gatekeeper's Halberd
7-21|1.0|Tota Colony
7-180|1.0|Sodi's Spellshaper
7-29|1.0|Stonesmelt Dragon
7-139|1.0|Waylay
7-66|1.0|Press the Advantage
7-135|1.0|Spectral Scythe
7-165|1.0|Blood-Sun Staff
7-175|1.0|Qirin Ascendant
7-159|1.0|Conspicuous Traveler
7-201|1.0|Conservatory Alchemist
7-198|1.0|Cast into Shadow
7-11|1.0|Draconic Ire
7-19|1.0|Harmony of Flame
7-42|1.0|Snapping Hydrangea
7-61|1.0|Emblem of Kodosh
7-176|1.0|Shen-Ra Speaks
7-153|1.0|Cheering Section
7-91|1.0|Emblem of Linrei
7-149|1.0|Noxious Wyvarch
7-32|1.0|Reap
7-69|1.0|Hanaka, Loremaster
7-169|1.0|Cremate
7-80|1.0|Soothing Shortbeak
7-186|1.0|Worthy Cause
7-190|1.0|Electrostatic Distortion
7-31|1.0|Emblem of Grodov
7-110|1.0|Inspired Prank
7-58|1.0|Merizo, Gladiator Hero
7-115|1.0|Prodigious Sorcery
7-112|1.0|Tidal Forces
7-121|1.0|Emblem of Makkar
7-18|1.0|Galai, Shavka's Listener
7-116|1.0|Burr-Spore Fern
7-155|1.0|Kairos, Grand Champion
7-205|1.0|Felrauk the Outcast
7-2|1.0|Akko, Inspired Artist
7-182|1.0|Sodi the Metamorph
7-67|1.0|Shen-Ra, Unbreakable
7-60|1.0|Sol's Rest
7-88|1.0|Ageworn Vestige
7-54|1.0|Anthem of Grodov
7-200|1.0|Eloz, Martial Scholar
7-209|1.0|Bastion of the Dawn
7-167|1.0|Geminon, the Double Helix
7-71|1.0|Lay Siege
7-107|1.0|Blitrok, Linrei's Listener
7-10|1.0|Cozin Darkheart
7-144|1.0|Incarnus, Makkar's Listener
7-146|1.0|Karvet, Solar Dragon
7-210|1.0|Outcast Fortress
7-150|1.0|Vicious Rejuvenation
7-53|1.0|Woda, Grodov's Listener
7-94|1.0|Socrato, Furyheart
7-83|1.0|Ezuzi, Kodosh's Listener
7-194|1.0|Parul, Sealkeeper
7-207|1.0|Profane Nexus
7-117|1.0|Flight of Makkar
7-47|1.0|Gnash, Unrelenting
7-161|1.0|Rujin, Conflict Within
7-189|1.0|Nahid, the Immortal
7-208|1.0|Den of Ordeals
7-213|1.0|Varret, Hero-in-Training
7-172|1.0|Voprex, Hope's End
7-206|1.0|Xulta Arcanum
7-148|1.0|Eremot, Death Incarnate
7-177|1.0|Aamri, Dragonbane
7-30|1.0|Spear of the Dying Sun
7-320|1.0|Verro, Banished Inquisitor
7-Oni Grunt|1.0|Oni Grunt
7-Raven|1.0|Raven
7-Wind Elemental|1.0|Wind Elemental
7-Ash Elemental|1.0|Ash Elemental
7-Death Elemental|1.0|Death Elemental
7-Ice Elemental|1.0|Ice Elemental
7-Xultan Cultist|1.0|Xultan Cultist
7-Nakova & Molot|1.0|Nakova & Molot
7-Totemite Pup|1.0|Totemite Pup
