8-124|1.0|Switchblade Deadeye
8-84|1.0|Rageheart Paladin
8-127|1.0|Fanatical Stranger
8-77|1.0|Xulta Exile
8-186|1.0|Token of Menace
8-132|1.0|Skeletal Dragon
8-176|1.0|Token of Creation
8-40|1.0|Platinum Qirin
8-56|1.0|Sunset Enforcer
8-133|1.0|Triumphant Return
8-119|1.0|Entranced Cultist
8-33|1.0|Pause for Reflection
8-12|1.0|Yeti Cookmaster
8-83|1.0|Enchanted Platemail
8-99|1.0|Overlook Spotter
8-191|1.0|Token of Purpose
8-48|1.0|Turn Back Time
8-93|1.0|Spellstorm Stranger
8-65|1.0|Siege Provisions
8-201|1.0|Rage
8-78|1.0|Divebomb
8-136|1.0|Succumb
8-39|1.0|Magnificent Stranger
8-66|1.0|Steely Stranger
8-108|1.0|Double Helix Drake
8-34|1.0|Precision Plunge
8-6|1.0|Covetous Stranger
8-100|1.0|Static Discharge
8-88|1.0|Nesting Raven
8-128|1.0|Felrauk's Infiltrator
8-120|1.0|Urgent Missive
8-13|1.0|Assault Shield
8-2|1.0|Furyblade
8-45|1.0|Humbug Nest
8-76|1.0|Sky King Storyteller
8-23|1.0|Inferno Zealot
8-5|1.0|Ruinous Burst
8-106|1.0|Runemarker
8-26|1.0|Stonepowder Bomber
8-69|1.0|Willbreaker
8-94|1.0|Biting Winds
8-111|1.0|Tainted Mark
8-145|1.0|Spore-Spitter
8-60|1.0|Ensnare
8-14|1.0|Burningcore Drake
8-46|1.0|Rectifier
8-31|1.0|Calibrate
8-202|1.0|Unfamiliar Interloper
8-102|1.0|Brood of Eremot
8-90|1.0|Bookclub Yeti
8-181|1.0|Token of Destruction
8-79|1.0|Promising Pupil
8-9|1.0|Soldrain Smithing
8-20|1.0|Bladecrafter
8-196|1.0|Token of Tradition
8-118|1.0|Contaminating Ritual
8-43|1.0|Gravewatch Ancestor
8-63|1.0|Monument Curator
8-16|1.0|Fire Conjuring
8-36|1.0|Sky Worshipper
8-178|1.0|Display of Creation
8-27|1.0|Shugo's Hooked Sword
8-19|1.0|Touch of Force
8-143|1.0|Dark Betrayal
8-8|1.0|Sear
8-44|1.0|Earth Conjuring
8-137|1.0|Feartracker
8-185|1.0|Awakened Gorger
8-68|1.0|Touch of Purity
8-92|1.0|Provoke the Dragons
8-147|1.0|Victor's Feast
8-159|1.0|Pillar of Progress
8-73|1.0|Wind Conjuring
8-169|1.0|Dying Sun Tapestry
8-170|1.0|Reborn Master
8-195|1.0|Agent of Purpose
8-180|1.0|Edge of Prophecy
8-188|1.0|Display of Menace
8-64|1.0|Outcast Elite
8-75|1.0|Resounding Shockwave
8-190|1.0|Razorpain Hellkite
8-98|1.0|Water Conjuring
8-41|1.0|Shardbinder
8-105|1.0|Plagued Gryffyn
8-193|1.0|Display of Purpose
8-49|1.0|Waystone Gate
8-125|1.0|Touch of Resilience
8-173|1.0|Essence Feast
8-183|1.0|Display of Destruction
8-113|1.0|Frostbite Chrysalis
8-141|1.0|Mysterious Waystone
8-157|1.0|Premature Burial
8-203|1.0|Unity Within
8-58|1.0|Corpsebloom
8-161|1.0|Majestic Skies
8-135|1.0|Darkmask Stalker
8-24|1.0|Thunder of Wings
8-198|1.0|Display of Tradition
8-81|1.0|Xultan Arbalest
8-37|1.0|Inner-Peace Ascendant
8-4|1.0|Kindling Carver
8-42|1.0|Touch of Battle
8-126|1.0|Two-Face
8-131|1.0|Pack Conjuring
8-96|1.0|Forlorn Gryffyn
8-114|1.0|Linrei's Kiss
8-15|1.0|Markmaker
8-55|1.0|Nahid's Distillation
8-149|1.0|Keeper's Shield
8-152|1.0|Spellbound Vestige
8-166|1.0|Eremot's Machinations
8-67|1.0|Timidity
8-86|1.0|Mithril Paladin
8-101|1.0|Touch of Wild
8-22|1.0|Dancing Flame
8-95|1.0|Bottled Storm
8-199|1.0|Sorcerer's Wand
8-122|1.0|Defile
8-160|1.0|Strange Duelist
8-97|1.0|Highsky Lookout
8-150|1.0|Strange Blacksmith
8-28|1.0|Hammerhand
8-80|1.0|Purgedriver
8-57|1.0|Bhodi & Rox
8-177|1.0|Creation Chant
8-164|1.0|Endless Nightmare
8-163|1.0|Albon, Fallen
8-154|1.0|Strange Tracker
8-162|1.0|Strange Sorcerer
8-129|1.0|Flamebathe Reformation
8-174|1.0|Strange Broker
8-167|1.0|Strange Rider
8-155|1.0|Shrine to Karvet
8-103|1.0|Brutal Frostlord
8-1|1.0|Blazing Salvo
8-10|1.0|Tota Pioneer
8-21|1.0|Tattoo Dragon
8-175|1.0|Darktalon Wyvarch
8-158|1.0|Hammer of Unity
8-142|1.0|Aurapiercer
8-32|1.0|Crack the Earth
8-112|1.0|Abyssal Scrying
8-148|1.0|Unlock the Vault
8-172|1.0|Unseen Execution
8-134|1.0|Unseen Longbow
8-70|1.0|Jadehorn
8-151|1.0|Hammer of Glory
8-74|1.0|Master's Blade
8-50|1.0|Ancestral Oasis
8-87|1.0|Restrained Action
8-182|1.0|Destruction Chant
8-117|1.0|Condemn
8-146|1.0|Strange Gladiator
8-89|1.0|Transpose
8-35|1.0|Shield of the Line
8-61|1.0|Fearless Crescendo
8-165|1.0|Strange Navigator
8-59|1.0|Deafening Word
8-187|1.0|Menace Chant
8-153|1.0|Acedonis, Untainted
8-130|1.0|Bloodwolf
8-156|1.0|Strange Burglar
8-192|1.0|Purpose Chant
8-3|1.0|Kazuo, Melee Virtuoso
8-51|1.0|Arcane Restraint
8-91|1.0|Formbend
8-197|1.0|Tradition Chant
8-168|1.0|Yojimba, Ghostblade
8-171|1.0|Strange Ally
8-11|1.0|Volatility
8-104|1.0|Linrei's Codex
8-85|1.0|Camoni, Dusk Rider
8-38|1.0|Lurking Raptors
8-121|1.0|Damara, Deft Saboteur
8-30|1.0|Alluring Qirin
8-116|1.0|Vernal Mandrake
8-25|1.0|Midias, Leyline Dragon
8-29|1.0|Shavka's Embrace
8-200|1.0|Wren, Traditionalist
8-123|1.0|Makkar's Quiver
8-144|1.0|Pale Rider's Timepiece
8-189|1.0|Skylord Tolek
8-17|1.0|Shavka's Stranger
8-109|1.0|Linrei's Stranger
8-110|1.0|Savage Incursion
8-194|1.0|Zadia, Revered Outcast
8-62|1.0|Eloz, Nightmare General
8-184|1.0|Dova, the Fearmonger
8-18|1.0|Shavka's Lute
8-82|1.0|Emerald Maw
8-53|1.0|Grodov's Burden
8-139|1.0|Karvet, Redeemed
8-115|1.0|Solar Blast
8-138|1.0|Induce Madness
8-72|1.0|Kodosh's Armor
8-71|1.0|Kodosh's Stranger
8-107|1.0|Uelo, Sky Tactician
8-179|1.0|Naoki, Valiant Warrior
8-47|1.0|Tota Circle
8-52|1.0|Gentle Grazer
8-140|1.0|Makkar's Stranger
8-7|1.0|Kato, Arena Herald
8-54|1.0|Grodov's Stranger
8-324|1.0|Traver's Farm
8-Tough Tota|1.0|Tough Tota
8-Entranced Cultist Shade|1.0|Entranced Cultist Shade
8-Gladiator Brawler|1.0|Gladiator Brawler
8-Feartracker Shade|1.0|Feartracker Shade
8-Jadehorn Shade|1.0|Jadehorn Shade
8-Purgedriver Shade|1.0|Purgedriver Shade
8-Bloodwolf Shade|1.0|Bloodwolf Shade
8-Markmaker Shade|1.0|Markmaker Shade
8-Vernal Mandrake Shade|1.0|Vernal Mandrake Shade
8-Hammerhand Shade|1.0|Hammerhand Shade
8-Rectifier Shade|1.0|Rectifier Shade
8-Two-Face Shade|1.0|Two-Face Shade
8-Unfamiliar Interloper Shade|1.0|Unfamiliar Interloper Shade
8-Plagued Gryffyn Shade|1.0|Plagued Gryffyn Shade
8-Possessed by Horrors|1.0|Possessed by Horrors
8-Camoni Shade|1.0|Camoni Shade
8-Kato Shade|1.0|Kato Shade
